Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2010-08-11,7.5192551612854,7.684553722508804,7.507835114161248,7.6758382121947974,620054400
2010-08-12,7.567346572875977,7.606717268554154,7.396938985770569,7.4140698690097215,534920400
2010-08-13,7.486499309539795,7.5700494643347644,7.486198359487464,7.563137243532818,354869200
2010-08-16,7.442617416381836,7.5138462501430325,7.411961450849257,7.440814124291684,318430000
2010-08-17,7.572754383087158,7.6526987505378585,7.48950357791225,7.515951869572193,422640400
2010-08-18,7.605811595916748,7.653898586622678,7.561031042262646,7.584473841466753,339696000
2010-08-19,7.5099406242370605,7.618135769538192,7.47387557580335,7.5989006490224,426706000
2010-08-20,7.502728462219238,7.63136013781982,7.483493339118735,7.495215143524858,384230000
2010-08-23,7.387319564819336,7.573655792901227,7.370790585972405,7.567344669884512,414041600
2010-08-24,7.210899353027344,7.303164986289926,7.172429925617614,7.293248083932524,602565600
2010-08-25,7.299863338470459,7.332923710381201,7.128855464976092,7.15410076462887,596867600
2010-08-26,7.221417427062988,7.38581392235782,7.221417427062988,7.37679746312416,466505200
2010-08-27,7.261691570281982,7.291445490336927,7.0795630706161905,7.265599104651437,548391200
2010-08-30,7.288140773773193,7.385817118067915,7.233441699954776,7.235846090124088,383289200
2010-08-31,7.3061723709106445,7.350051680984672,7.223523480209537,7.26860418261623,420786800
2010-09-01,7.523464679718018,7.557425484507151,7.4017452454111625,7.437509342691758,697037600
2010-09-02,7.578762531280518,7.578762531280518,7.470567410994222,7.551413001887068,415427600
2010-09-03,7.777123928070068,7.777424075618428,7.648792392874799,7.666524371700995,520788800
2010-09-07,7.7482709884643555,7.799963772556122,7.701386182225997,7.713107183152226,342557600
2010-09-08,7.9018449783325195,7.946024428556786,7.7870369926697975,7.807474302014233,526551200
2010-09-09,7.906353950500488,8.01004044668611,7.901846121112687,7.965560842628866,438575200
2010-09-10,7.916574954986572,7.949334372859787,7.856165850097535,7.909962881398688,387542400
2010-09-13,8.025671005249023,8.062938252198451,7.987202365688461,7.989004855871901,388780000
2010-09-14,8.05632495880127,8.089684665211768,7.9799871837465846,8.00072464558375,408150400
2010-09-15,8.121241569519043,8.126051151717673,8.049712577064206,8.059631086390569,429368800
2010-09-16,8.312085151672363,8.3150906388016,8.09960242810174,8.12184303285808,652103200
2010-09-17,8.276022911071777,8.35386304019568,8.22523137011395,8.34574782171908,634477200
2010-09-20,8.512246131896973,8.528775908967443,8.290446008682359,8.297358227447615,658677600
2010-09-21,8.528477668762207,8.636071728888021,8.499024689627607,8.531183009161737,668074400
2010-09-22,8.648094177246094,8.65500639860454,8.487604322951348,8.496620787245106,585289600
2010-09-23,8.683252334594727,8.798660605498696,8.595494538748824,8.605412242666151,786116800
2010-09-24,8.785439491271973,8.82180548820537,8.732244369659815,8.778828221405325,649488000
2010-09-27,8.750578880310059,8.857872001047998,8.74607104924048,8.83533204316654,482834800
2010-09-28,8.621342658996582,8.768908460563159,8.26490072560385,8.768908460563159,1035042400
2010-09-29,8.636672019958496,8.710004313421251,8.595498043026845,8.632464337255978,469644000
2010-09-30,8.527874946594238,8.715713474531567,8.452739374912655,8.685659406365586,673391600
2010-10-01,8.490909576416016,8.612929166032385,8.455745771843421,8.600005970281233,448142800
2010-10-04,8.374298095703125,8.502327831099267,8.348149957156144,8.463258104597434,435302000
2010-10-05,8.683856010437012,8.699182790510728,8.469869346279744,8.475280025474266,501967200
2010-10-06,8.691370010375977,8.775522056651862,8.573257158608314,8.703391960567785,670868800
2010-10-07,8.692269325256348,8.73013765392222,8.622844591057673,8.725929972677886,408399600
2010-10-08,8.838033676147461,8.850956869996926,8.715713957029655,8.767105782437234,658403200
2010-10-11,8.876801490783691,8.933303837046259,8.853961397400656,8.858169078693955,427753200
2010-10-12,8.972379684448242,9.001232373293066,8.790551246358733,8.878309903194491,558544000
2010-10-13,9.020463943481445,9.075162210987816,9.010245285967784,9.022267235983856,630092400
2010-10-14,9.085681915283203,9.090489892807458,9.028277504611777,9.067047892559835,435296400
2010-10-15,9.45925235748291,9.467066623069664,9.163819830100374,9.239856638900065,922194000
2010-10-18,9.557230949401855,9.58728421615432,9.445729381286418,9.571356337890162,1093010800
2010-10-19,9.30146598815918,9.430097584901937,9.01685327204856,9.11843629604692,1232784000
2010-10-20,9.33272647857666,9.444528206215779,9.222728845974778,9.286743723528325,721624400
2010-10-21,9.302372932434082,9.459255378967624,9.220625271404025,9.387726376199684,551460000
2010-10-22,9.240762710571289,9.318001747714428,9.205599703917091,9.288848914672766,372778000
2010-10-25,9.281932830810547,9.364881859507475,9.269910883521195,9.289446949132989,392462000
2010-10-26,9.258193016052246,9.30898455231801,9.186062116716965,9.222729065166877,392929600
2010-10-27,9.251582145690918,9.313793740304003,9.184560967794814,9.246172267347713,399002800
2010-10-28,9.173741340637207,9.256690394880508,9.043306382509618,9.255187249739807,551051200
2010-10-29,9.045707702636719,9.19297335523697,9.042401265676085,9.143384023626668,430511200
2010-11-01,9.141883850097656,9.18456097675774,9.082376793331349,9.082977890925626,423889200
2010-11-02,9.297565460205078,9.32251061271168,9.226638341414066,9.226638341414066,433930000
2010-11-03,9.400951385498047,9.40335577589817,9.272619856758796,9.357973308362613,508348400
2010-11-04,9.565348625183105,9.622752246131421,9.46797241235198,9.480595462820272,642488000
2010-11-05,9.531085968017578,9.604418274489975,9.519665915475311,9.55693316634708,361253200
2010-11-08,9.575864791870117,9.61042669291598,9.519963529174474,9.533187673637245,281758400
2010-11-09,9.499527931213379,9.656411177295722,9.452042831142037,9.648897056861577,383544000
2010-11-10,9.55813217163086,9.580371974190939,9.42348875380059,9.516356301168063,384227200
2010-11-11,9.516660690307617,9.569255526637901,9.444529780662084,9.467070539451278,361284000
2010-11-12,9.257590293884277,9.512149050122614,9.125352864868685,9.497122416101142,795846800
2010-11-15,9.227836608886719,9.333026250736422,9.20469475927446,9.27051372355868,403606000
2010-11-16,9.064041137695312,9.244666499421992,8.995817783966523,9.188164946711467,657650000
2010-11-17,9.03128719329834,9.136175938910137,8.94893840888881,9.052324811433932,479449600
2010-11-18,9.269611358642578,9.306878595209195,9.157209354071139,9.172536134094596,494491200
2010-11-19,9.218521118164062,9.268711555474756,9.17374055833836,9.255788360527296,384843200
2010-11-22,9.417778968811035,9.417778968811035,9.192673209347117,9.21701645020724,393075200
2010-11-23,9.278626441955566,9.369391341925692,9.21340938390704,9.330320013033532,519447600
2010-11-24,9.46105670928955,9.479089631894263,9.369392161582041,9.3769046755341,413725200
2010-11-26,9.467070579528809,9.548217151006732,9.40515913138006,9.429202233008013,237585600
2010-11-29,9.52326774597168,9.541600010902247,9.358270138798147,9.482092979762001,445785200
2010-11-30,9.351362228393555,9.44783638883617,9.342946861821156,9.423191386731286,501858000
2010-12-01,9.509145736694336,9.549718617443467,9.467069710806285,9.475184126449424,461750800
2010-12-02,9.561738014221191,9.587283449424483,9.463760744993277,9.543103995183612,462837200
2010-12-03,9.540399551391602,9.576764739939664,9.507339997244914,9.52747635868334,342092800
2010-12-06,9.621848106384277,9.687366124514135,9.569853577316096,9.576465649381799,448481600
2010-12-07,9.563541412353516,9.737253744300249,9.560836875342773,9.731544522847896,391454000
2010-12-08,9.64769458770752,9.647995537732378,9.530483782159143,9.60621966161499,321935600
2010-12-09,9.610123634338379,9.692471555947977,9.58788303447904,9.68135245981796,294151200
2010-12-10,9.634170532226562,9.648897020472484,9.575263776709454,9.606820995826956,262511200
2010-12-13,9.667526245117188,9.769411030726886,9.647390689948013,9.748673575741972,439815600
2010-12-14,9.626056671142578,9.693678943488381,9.587286279418937,9.669334893342553,351008000
2010-12-15,9.628161430358887,9.707503905692517,9.592997622143459,9.61734087106163,417312000
2010-12-16,9.654911041259766,9.69578488373599,9.62034912611808,9.650102259493895,322030800
2010-12-17,9.635673522949219,9.671137474184178,9.624252670040763,9.666328694012197,386929200
2010-12-20,9.683757781982422,9.715014846846088,9.564142609271759,9.665424712511703,385610400
2010-12-21,9.743571281433105,9.749281308708213,9.678955280582057,9.707506219491291,256354000
2010-12-22,9.772420883178711,9.789251615994605,9.724033730133286,9.748377781689518,265921600
2010-12-23,9.725532531738281,9.77211637117651,9.71260934036465,9.767608542452317,223157200
2010-12-27,9.757993698120117,9.780835404969206,9.663022693032124,9.70299527875131,249816000
2010-12-28,9.781737327575684,9.81750142746384,9.769415229252312,9.79496067094381,175924000
2010-12-29,9.776326179504395,9.811189029818195,9.770615352340357,9.804276007728392,163139200
2010-12-30,9.727338790893555,9.782938304739854,9.709005717938807,9.78203705973337,157494400
2010-12-31,9.6942777633667,9.721927442361036,9.656709575601255,9.705998761878071,193508000
2011-01-03,9.904959678649902,9.925697143730545,9.762803713495313,9.786846813973291,445138400
2011-01-04,9.956653594970703,9.99301879567102,9.862282877614733,9.991215502885868,309080800
2011-01-05,10.038095474243164,10.048314129250441,9.902851779867811,9.904354924517826,255519600
2011-01-06,10.029984474182129,10.075666279861002,10.005039328791659,10.0597375971177,300428800
2011-01-07,10.101813316345215,10.108725536233386,9.974984153191032,10.037797637276398,311931200
2011-01-10,10.2920560836792,10.315498082924881,10.133370361226348,10.18325984712528,448560000
2011-01-11,10.267712593078613,10.36749156248203,10.202494721699471,10.365087975147008,444108000
2011-01-12,10.351262092590332,10.351563042595245,10.2785317055363,10.316099896549623,302590400
2011-01-13,10.389128684997559,10.417981359019391,10.334130281476469,10.373500955768945,296780400
2011-01-14,10.473282814025879,10.473282814025879,10.351864329953454,10.39544269461839,308840000
